product,actual_rating,predicted_eta,num_reviews,category,abs_error,prediction_width,predicted_eta_mean,predicted_eta_hdi_lower,predicted_eta_hdi_upper,predicted_eta_sd,estimated_star_rating,estimated_star_lower,estimated_star_upper
AVpgg95x1cnluZ0-2iDa,4.0,1.221,1,Home,2.779,0.933,1.434,-0.346,3.395,0.938,4.661645422943222,2.5990730011587484,5.0
AVpghuLWilAPnD_xtqz9,4.75,1.48,4,Health,3.27,0.835,1.804,0.208,3.259,0.789,5.0,3.2410196987253768,5.0
AVpgiLDu1cnluZ0-2zyD,5.0,1.931,1,Personal Care,3.069,0.995,2.063,0.664,3.378,0.707,5.0,3.7694090382387024,5.0
AVpgjJUUilAPnD_xt_Rl,5.0,2.202,1,Food,2.798,1.051,0.761,-0.854,2.516,0.866,3.88180764774044,2.0104287369640788,5.0
AVpgksZdLJeJML43P0Tt,4.0,1.156,1,Personal Care,2.8440000000000003,0.931,-0.664,-2.722,1.231,1.012,2.2305909617612976,1.0,4.426419466975666
AVpgm0unLJeJML43QS4m,1.0,0.515,1,Personal Care,0.485,0.998,1.443,-0.214,3.626,0.966,4.6720741599073,2.7520278099652375,5.0
AVpgm4w4ilAPnD_xu1WI,4.666666666666667,1.875,3,Household Essentials,2.791666666666667,0.869,1.051,-0.377,2.317,0.685,4.21784472769409,2.563151796060255,5.0
AVpgmIBJ1cnluZ0-3sj7,4.625,1.942,224,Household Chemicals,2.683,0.188,2.184,0.111,4.164,1.066,5.0,3.1286210892236386,5.0
AVpgmXOsLJeJML43QMSJ,5.0,2.155,2,Personal Care,2.845,0.926,1.909,0.072,3.993,1.023,5.0,3.0834298957126305,5.0
AVpgnV8cLJeJML43QaeQ,3.8333333333333335,0.738,6,Home,3.0953333333333335,0.636,0.96,-0.924,3.142,1.079,4.112398609501739,1.929316338354577,5.0
AVpgoyEtLJeJML43Qvjb,4.844444444444444,2.9670000000000005,180,Household Essentials,1.8774444444444436,0.261,2.264,0.3,4.19,0.996,5.0,3.3476245654692933,5.0
AVpgqBohLJeJML43RBpF,4.846153846153846,2.453,13,Personal Care,2.393153846153846,0.62,1.978,0.112,4.133,1.021,5.0,3.1297798377752026,5.0
AVpgr86FLJeJML43RdKr,3.1153846153846154,-0.167,26,Personal Care,3.2823846153846152,0.405,1.097,-0.656,3.041,0.949,4.2711471610660485,2.2398609501738123,5.0
AVpgsAhnLJeJML43ReEV,5.0,1.942,1,Home,3.058,1.001,2.254,0.53,4.46,1.025,5.0,3.6141367323290847,5.0
AVpgsKcuLJeJML43RgeM,1.0,0.596,1,Home,0.404,1.125,1.202,-0.782,3.179,1.043,4.392815758980301,2.0938586326767092,5.0
AVpgtkqO1cnluZ0-5Ywu,5.0,1.935,1,Personal Care,3.065,1.149,1.968,0.521,3.486,0.801,5.0,3.603707995365006,5.0
AVpgtovQilAPnD_xwXDj,4.285714285714286,1.826,7,Food,2.4597142857142855,0.684,1.919,-0.265,4.203,1.112,5.0,2.6929316338354576,5.0
AVpgwi3FLJeJML43Sb8O,5.0,2.535,2,Movies,2.465,1.046,1.93,-0.091,3.688,0.974,5.0,2.894553881807648,5.0
AVpgyZwo1cnluZ0-6WML,3.909090909090909,0.9849999999999999,11,Personal Care,2.9240909090909093,0.52,1.987,-0.326,4.073,1.108,5.0,2.622247972190035,5.0
AVph3agoilAPnD_x-Mv3,3.8899755501222493,0.9970000000000001,409,Household Essentials,2.892975550122249,0.163,2.047,-0.239,4.205,1.139,5.0,2.72305909617613,5.0
AVph4x9Z1cnluZ0-HhoE,4.3076923076923075,1.506,13,Food,2.8016923076923073,0.539,1.952,-0.049,4.02,1.03,5.0,2.9432213209733487,5.0
AVph5Z60LJeJML43gDzQ,5.0,1.936,1,Personal Care,3.064,1.071,1.935,-0.37,4.403,1.149,5.0,2.571263035921205,5.0
AVph7QWe1cnluZ0-H8cb,5.0,2.33,1,Movies,2.67,1.066,2.396,0.624,4.078,0.888,5.0,3.72305909617613,5.0
AVphBCJGLJeJML43Vqmb,4.8,2.31,5,Movies,2.4899999999999998,0.79,1.731,-0.089,3.453,0.917,5.0,2.8968713789107765,5.0
AVphD_671cnluZ0-91LQ,3.6666666666666665,0.7959999999999999,3,Personal Care,2.8706666666666667,0.832,2.251,0.495,4.211,0.95,5.0,3.5735805330243338,5.0
AVphGD1nilAPnD_x1MVl,4.0,1.414,6,Personal Care,2.5860000000000003,0.745,1.466,-0.514,3.348,0.972,4.698725376593279,2.4044032444959442,5.0
AVphGb181cnluZ0--UvW,5.0,2.431,2,Food,2.569,0.953,2.245,-0.185,4.193,1.147,5.0,2.7856315179606024,5.0
AVphHwKDLJeJML43XBrq,5.0,2.184,1,Food,2.816,1.066,2.391,0.499,4.065,0.944,5.0,3.578215527230591,5.0
AVphINGS1cnluZ0--r_a,4.636363636363637,2.116,55,Movies,2.5203636363636366,0.304,1.151,-0.799,3.074,1.022,4.333719582850522,2.074159907300116,5.0
AVphJnQ-1cnluZ0--9xF,3.6666666666666665,1.639,3,Food,2.0276666666666667,0.94,2.858,1.214,4.673,0.919,5.0,4.406720741599073,5.0
AVphJoZ7ilAPnD_x16oy,4.0,1.418,1,Food,2.582,0.92,1.215,-0.481,3.062,0.941,4.407879490150638,2.4426419466975666,5.0
AVphM8UGLJeJML43YC7R,2.0,0.455,1,Beauty,1.545,1.017,1.639,-0.113,3.685,0.94,4.8991888760139055,2.869061413673233,5.0
AVphMIqnLJeJML43X4sc,5.0,2.251,1,Food,2.749,0.95,1.139,-0.71,2.803,0.913,4.31981460023175,2.1772885283893393,5.0
AVphMOeVLJeJML43X5ut,5.0,1.923,1,Home,3.077,1.038,2.33,0.371,4.552,1.066,5.0,3.4298957126303593,5.0
AVphOLa0ilAPnD_x2zOe,5.0,2.021,1,Home,2.979,1.027,1.962,-0.196,3.707,1.008,5.0,2.772885283893395,5.0
AVphOWOOLJeJML43YUrC,4.666666666666667,2.476,15,School & Office Supplies,2.190666666666667,0.624,1.123,-0.912,3.09,1.058,4.301274623406721,1.9432213209733487,5.0
AVphOeznilAPnD_x23Je,5.0,2.736,1,Food & Beverage,2.264,1.072,1.623,0.223,2.893,0.693,4.880648899188876,3.258400926998841,5.0
AVphQUgt1cnluZ0-ARNp,5.0,2.605,6,Beauty,2.395,0.802,2.236,0.082,4.121,1.047,5.0,3.0950173812282733,5.0
AVphRm8EilAPnD_x3cTX,4.5,1.74,2,Food,2.76,0.941,1.74,0.078,3.756,0.941,5.0,3.090382387022016,5.0
AVphS_ML1cnluZ0-AvwD,5.0,2.52,4,Personal Care,2.48,0.855,2.791,0.631,4.958,1.138,5.0,3.73117033603708,5.0
AVphSrWZilAPnD_x3onE,5.0,2.457,2,Food,2.543,0.872,1.648,-0.447,3.418,0.991,4.909617612977984,2.482039397450753,5.0
AVphTaL4LJeJML43ZQRU,4.5,1.73,2,Household Chemicals,2.77,0.935,1.767,0.465,3.502,0.784,5.0,3.5388180764774044,5.0
AVphUdOBLJeJML43ZdEj,5.0,2.32,1,Movies,2.68,1.043,1.964,0.084,3.862,0.96,5.0,3.0973348783314023,5.0
AVphUfOg1cnluZ0-BB5s,3.0,1.34,2,Movies,1.66,0.933,2.157,0.247,3.819,0.922,5.0,3.286210892236385,5.0
AVphUnYX1cnluZ0-BDfS,5.0,1.99,1,Home,3.01,1.05,1.362,-0.734,4.022,1.203,4.578215527230591,2.149478563151796,5.0
AVphW8d8LJeJML43Z8o8,5.0,2.105,1,Household Essentials,2.895,0.937,0.946,-0.932,3.122,1.034,4.096176129779838,1.9200463499420626,5.0
AVphX0zBLJeJML43aHSv,5.0,2.233,1,Food,2.767,1.083,2.416,0.931,4.26,0.892,5.0,4.078794901506373,5.0
AVphXEWb1cnluZ0-Bij9,2.8,0.11000000000000001,5,Personal Care,2.69,0.752,2.546,0.696,4.511,1.002,5.0,3.8064889918887603,5.0
AVphY3wHLJeJML43aT_5,4.833333333333333,2.53,12,Food,2.3033333333333332,0.62,1.905,-0.19,3.832,1.069,5.0,2.779837775202781,5.0
AVphYcWYilAPnD_x4vcO,3.6,0.791,5,Personal Care,2.809,0.703,1.163,-0.855,2.961,1.007,4.347624565469293,2.0092699884125143,5.0
AVphZsVj1cnluZ0-CCSz,4.8,2.118,5,Personal Care,2.682,0.766,1.266,-0.931,3.504,1.157,4.466975666280417,1.9212050984936269,5.0
AVph_Kg0ilAPnD_x_eoK,4.0,1.502,1,Movies,2.498,0.986,2.187,0.687,4.231,0.925,5.0,3.7960602549246816,5.0
AVphcNyqilAPnD_x5cjy,3.978723404255319,0.757,47,Beauty,3.221723404255319,0.292,0.455,-1.664,2.3,1.017,3.527230590961761,1.0718424101969872,5.0
AVphcs0K1cnluZ0-CmpE,5.0,2.377,3,Personal Care,2.623,0.877,2.155,0.421,3.923,0.926,5.0,3.4878331402085747,5.0
AVphda2c1cnluZ0-CvMo,4.666666666666667,2.296,3,Food & Beverage,2.370666666666667,0.883,2.574,0.385,4.472,1.005,5.0,3.4461181923522597,5.0
AVphdnMMilAPnD_x5tKG,5.0,1.978,1,Personal Care,3.0220000000000002,1.021,2.185,0.112,4.2,1.031,5.0,3.1297798377752026,5.0
AVphdui6LJeJML43bORG,4.681818181818182,2.209,22,Music on CD or Vinyl,2.4728181818181816,0.522,1.091,-0.868,3.274,1.039,4.264194669756662,1.9942062572421784,5.0
AVphhLBQilAPnD_x6XY8,2.2222222222222223,-0.806,9,Personal Care,3.0282222222222224,0.628,1.099,-0.922,3.163,1.066,4.2734646581691775,1.9316338354577056,5.0
AVphhorJilAPnD_x6cs7,3.990506329113924,0.708,316,Personal Care,3.2825063291139243,0.158,1.99,-0.263,3.875,1.05,5.0,2.695249130938586,5.0
AVphjb0dLJeJML43cP0g,4.0,1.44,1,Food,2.56,0.922,2.196,0.591,4.212,0.929,5.0,3.6848203939745074,5.0
AVphkL3nilAPnD_x64AU,3.6666666666666665,1.434,3,Personal Care,2.232666666666667,0.938,1.921,0.111,4.059,1.029,5.0,3.1286210892236386,5.0
AVphm23filAPnD_x7T1w,2.943396226415094,-0.531,212,Household Essentials,3.4743962264150943,0.182,1.926,0.157,4.071,1.014,5.0,3.181923522595597,5.0
AVphoamL1cnluZ0-EojQ,4.4763779527559056,1.559,254,Personal Care,2.9173779527559054,0.168,2.575,1.074,4.618,0.913,5.0,4.24449594438007,5.0
AVphr-doilAPnD_x8Mc9,5.0,2.289,1,Movies,2.711,1.02,1.911,0.319,3.939,0.952,5.0,3.369640787949015,5.0
AVphvI6JilAPnD_x8wMk,3.0,0.8,1,Personal Care,2.2,0.9,1.914,0.052,3.915,1.05,5.0,3.060254924681344,5.0
AVphvn9ZLJeJML43eVxc,5.0,2.959,2,Food & Beverage,2.041,1.051,1.825,0.312,3.437,0.818,5.0,3.3615295480880647,5.0
AVphwgiR1cnluZ0-GESK,3.0,1.163,2,Kitchen & Dining,1.837,1.007,1.984,0.094,3.935,1.015,5.0,3.108922363847045,5.0
AVphxZp_LJeJML43epWq,3.6666666666666665,1.156,3,Beauty,2.5106666666666664,0.915,0.249,-1.774,2.426,1.111,3.2885283893395134,1.0,5.0
AVpi-7Th1cnluZ0-ScAm,4.8,2.576,5,Food & Beverage,2.2239999999999998,0.823,1.936,-0.34,3.897,1.071,5.0,2.6060254924681345,5.0
AVpi74wrLJeJML43qZEl,4.875,2.457,8,Personal Care,2.418,0.717,1.131,-0.674,3.121,0.998,4.310544611819235,2.2190034762456547,5.0
AVpiBF_rLJeJML43hUSa,4.153846153846154,0.973,13,Movies,3.1808461538461543,0.469,1.888,0.011,3.982,1.008,5.0,3.0127462340672073,5.0
AVpiEt1mLJeJML43h9Uk,1.0,0.505,1,Home,0.495,1.004,1.871,0.059,3.436,0.915,5.0,3.068366164542294,5.0
AVpiG70PilAPnD_xA1Hv,4.6,1.623,5,Personal Care,2.9769999999999994,0.693,2.269,0.236,4.399,1.076,5.0,3.273464658169177,5.0
AVpiGLKCLJeJML43iNan,3.2857142857142856,0.485,7,Food,2.8007142857142857,0.625,2.509,0.747,4.478,0.96,5.0,3.86558516801854,5.0
AVpiJUvkLJeJML43iwmp,4.0,1.127,1,Personal Care,2.873,0.964,2.202,0.236,4.146,1.051,5.0,3.273464658169177,5.0
AVpiK12JLJeJML43jAyo,5.0,1.761,1,School & Office Supplies,3.239,1.155,1.887,0.093,4.043,1.015,5.0,3.107763615295481,5.0
AVpiMzWWilAPnD_xB05t,3.9411764705882355,1.111,17,Personal Care,2.8301764705882357,0.461,-0.279,-1.991,1.576,0.958,2.6767091541135573,1.0,4.826187717265354
AVpiO6MV1cnluZ0-LQMd,4.5,2.09,2,Food & Beverage,2.41,0.883,1.972,-0.273,3.826,1.028,5.0,2.6836616454229434,5.0
AVpiOl5g1cnluZ0-LNLa,4.5,1.656,6,Personal Care,2.8440000000000003,0.674,0.505,-1.389,2.383,1.004,3.585168018539977,1.3904982618771726,5.0
AVpiOnxgLJeJML43jn9s,5.0,2.214,1,Food,2.786,0.979,2.736,0.618,4.634,1.072,5.0,3.716106604866744,5.0
AVpiS1-81cnluZ0-L3Yh,5.0,2.198,1,Food,2.802,0.995,2.457,0.763,4.195,0.872,5.0,3.884125144843569,5.0
AVpiS_7GLJeJML43kThV,5.0,2.196,2,Personal Care,2.804,0.929,0.851,-0.9,2.493,0.89,3.986095017381228,1.9571263035921205,5.0
AVpiSp7qilAPnD_xCvJS,4.8,2.094,5,Personal Care,2.706,0.791,1.931,-0.17,3.727,0.995,5.0,2.8030127462340673,5.0
AVpiTV6MilAPnD_xC2Cd,5.0,1.943,1,Personal Care,3.057,1.075,2.281,0.402,4.352,1.039,5.0,3.4658169177288527,5.0
AVpiUoV2LJeJML43kj3A,3.0,0.851,1,Home,2.149,0.89,1.146,-0.882,2.973,0.985,4.3279258400927,1.977983777520278,5.0
AVpiVCpSLJeJML43kn-a,4.0,1.162,1,Personal Care,2.838,0.967,2.035,0.027,3.934,0.993,5.0,3.0312862108922363,5.0
AVpiVSbdLJeJML43kqJM,5.0,2.306,1,Movies,2.694,1.037,1.361,-0.23,3.623,0.957,4.577056778679027,2.7334878331402086,5.0
AVpiWEFmilAPnD_xDQw_,4.909090909090909,3.136,11,Food & Beverage,1.773090909090909,0.836,2.475,0.782,4.513,0.952,5.0,3.9061413673232908,5.0
AVpiY8CQilAPnD_xDtgk,4.666666666666667,1.928,3,Food,2.738666666666667,0.912,2.245,0.207,4.026,1.0,5.0,3.2398609501738123,5.0
AVpiZSzXLJeJML43lR4s,4.872340425531915,3.194,47,Household Essentials,1.678340425531915,0.48,0.26,-1.861,2.225,1.065,3.3012746234067207,1.0,5.0
AVpiZfQFilAPnD_xDy0g,4.0,1.097,1,Personal Care,2.903,0.949,1.995,-0.28,4.197,1.127,5.0,2.675550405561993,5.0
AVpibxSCLJeJML43lpnJ,4.5,1.487,2,Personal Care,3.013,0.916,2.306,0.017,4.22,1.037,5.0,3.0196987253765935,5.0
AVpifmqTilAPnD_xEsJE,5.0,1.266,1,Holiday Shop,3.734,1.157,2.045,0.262,4.613,1.099,5.0,3.3035921205098493,5.0
AVpimBqpilAPnD_xFpDm,5.0,1.909,1,Personal Care,3.091,1.023,0.533,-1.498,2.643,1.103,3.617612977983778,1.2641946697566628,5.0
AVpinTTAilAPnD_xF2gN,5.0,2.283,1,Household Chemicals,2.717,1.061,2.755,0.775,4.604,1.019,5.0,3.8980301274623406,5.0
AVpinnUA1cnluZ0-PA-4,5.0,2.391,2,Food,2.609,0.944,1.44,-0.317,3.192,0.922,4.668597914252607,2.6326767091541137,5.0
AVpio6EgilAPnD_xGHG_,4.0,1.089,5,Movies,2.911,0.654,2.073,-0.054,4.383,1.143,5.0,2.937427578215527,5.0
AVpirtsq1cnluZ0-Pq-d,5.0,2.578,4,Personal Care,2.422,0.863,0.643,-1.53,2.518,1.055,3.745075318655852,1.2271147161066047,5.0
AVpiuGrdLJeJML43odGq,4.666666666666667,1.7380000000000002,3,Personal Care,2.9286666666666665,0.847,2.288,0.172,4.772,1.159,5.0,3.1993047508690613,5.0
AVpiuq9hLJeJML43oihw,5.0,2.428,3,Personal Care,2.572,0.906,1.934,-0.266,3.882,1.054,5.0,2.6917728852838936,5.0
AVpivRHo1cnluZ0-QNhi,5.0,1.648,2,Holiday Shop,3.3520000000000003,0.991,1.933,-0.225,3.707,1.013,5.0,2.7392815758980302,5.0
AVpixTJpLJeJML43o7SB,4.8,2.063,5,Personal Care,2.7369999999999997,0.707,0.8,-1.036,2.554,0.9,3.9269988412514483,1.7995365005793742,5.0
AVpiyxNjilAPnD_xHmap,5.0,2.281,1,Food,2.719,1.039,1.942,0.256,3.94,1.001,5.0,3.2966396292004636,5.0
AVpjBuhZLJeJML43rRpB,4.35,1.409,20,Personal Care,2.941,0.497,2.214,0.578,4.379,0.979,5.0,3.6697566628041716,5.0
AVpjCWmwilAPnD_xJ1TV,5.0,2.755,1,Food & Beverage,2.245,1.019,1.99,-0.083,4.072,1.028,5.0,2.903823870220162,5.0
AVpjDSAZLJeJML43rgNP,4.126237623762377,0.86,404,Movies,3.2662376237623767,0.16,2.313,0.316,4.197,1.024,5.0,3.3661645422943223,5.0
AVpjEQP9ilAPnD_xKHQ8,4.777777777777778,2.162,9,Personal Care,2.6157777777777778,0.602,2.734,0.744,5.148,1.1,5.0,3.862108922363847,5.0
AVpjHztQLJeJML43sK1o,4.545454545454546,2.245,11,Personal Care,2.3004545454545458,0.631,2.234,0.313,4.304,1.016,5.0,3.362688296639629,5.0
AVpjLenk1cnluZ0-UPOL,4.018867924528302,0.844,159,Movies,3.1748679245283022,0.19,1.418,-0.381,3.184,0.92,4.643105446118192,2.5585168018539974,5.0
AVpjPlWlLJeJML43tMAb,4.088235294117647,1.042,34,Home,3.046235294117647,0.329,2.32,0.185,4.161,1.043,5.0,3.2143684820393976,5.0
AVpjb7VoilAPnD_xNa8U,4.0,1.361,1,Food,2.6390000000000002,0.957,1.221,-0.537,3.052,0.933,4.414831981460023,2.377752027809965,5.0
AVpjd_6lilAPnD_xNsA8,3.5833333333333335,0.793,12,Personal Care,2.7903333333333333,0.541,1.943,-0.14,4.155,1.075,5.0,2.8377752027809966,5.0
AVpjfqBvilAPnD_xN1Oo,5.0,2.269,1,Household Chemicals,2.731,1.076,2.093,0.193,4.044,1.019,5.0,3.223638470451912,5.0
AVq55xFGQMlgsOJE6m6b,5.0,2.073,1,Household Essentials,2.927,1.143,1.939,-0.02,4.059,1.04,5.0,2.976825028968714,5.0
AVq56bxmv8e3D1O-llXA,4.575,1.749,40,Movies,2.826,0.334,2.021,-0.143,3.786,1.027,5.0,2.8342989571263035,5.0
AVq5UzjHU2_QcyX9O584,4.5,1.498,8,Food,3.002,0.598,1.956,-0.277,4.265,1.211,5.0,2.679026651216686,5.0
AVqVHr30nnc1JgDc3jVp,4.607407407407408,1.841,135,Movies,2.7664074074074074,0.215,2.105,0.223,3.903,0.937,5.0,3.258400926998841,5.0
AVzRE7KvGV-KLJ3aatQ9,4.333333333333333,1.164,63,Beauty,3.1693333333333333,0.251,1.74,-0.353,3.976,1.108,5.0,2.590961761297798,5.0
AVzRGDlw-jtxr-f3yfFH,3.8461538461538463,1.156,26,Personal Care,2.690153846153846,0.425,1.951,-0.042,4.14,1.066,5.0,2.951332560834299,5.0
